"COUNTRY","CYEAR","ON_TIME","GTEQ_24_MONTHS","12_TO_23_MONTHS","24_TO_36_MONTHS","TARGETNUMBER","DELAYED","TOT","COV_ON_TIME","COV_TOT","COV_DELAYED","DIF_COV"
"PSE",2017,137129,1020,0,0,137006,1020,138149,100.089777090054,100.834270031969,0.744492941914953,0.74449294191497
"PSE",2018,139143,0,0,0,135585,0,139143,102.624184091161,102.624184091161,0,0
"PSE",2019,135761,102,0,0,133495,102,135863,101.697441851755,101.773849207835,0.0764073560807521,0.0764073560807361
"PSE",2020,133714,0,0,0,136067,0,133714,98.2707048733345,98.2707048733345,0,0
"PSE",2021,136302,0,0,0,141241,0,136302,96.5031400230811,96.5031400230811,0,0
"QAT",2017,27838,0,0,0,27856,0,27838,99.9353819643883,99.9353819643883,0,0
"QAT",2018,28072,0,0,0,28103,0,28072,99.8896914920115,99.8896914920115,0,0
"QAT",2019,25843,0,0,0,28860,0,25843,89.5460845460845,89.5460845460845,0,0
"QAT",2020,26056,0,0,0,26175,0,26056,99.5453677172875,99.5453677172875,0,0
"QAT",2021,26652,0,0,0,26753,0,26652,99.6224722461032,99.6224722461032,0,0
"ROU",2017,80848,76189,0,0,173871,76189,157037,46.4988410948347,90.3181094029482,43.8192683081135,43.8192683081135
"ROU",2018,80510,68071,0,0,166071,68071,148581,48.4792648927266,89.4683599183482,40.9890950256216,40.9890950256216
"ROU",2019,77175,60791,0,0,161806,60791,137966,47.6960063285663,85.2663065646515,37.5703002360852,37.5703002360852
"ROU",2020,130205,67703,0,0,153284,67703,197908,84.9436340387777,129.111975157224,44.1683411184468,44.1683411184468
"ROU",2021,123693,0,0,0,151488,0,123693,81.6520120405577,81.6520120405577,0,0
"RUS",2017,1723774,6880,0,0,1766713,6880,1730654,97.5695543079153,97.9589780569906,0.38942374907526,0.389423749075249
"RUS",2018,1594338,7047,0,0,1632609,7047,1601385,97.6558379869277,98.0874783858229,0.431640398895265,0.431640398895254
"RUS",2019,1519506,38905,0,0,1561940,38905,1558411,97.2832503169136,99.7740630241879,2.49081270727429,2.49081270727429
"RUS",2020,1424993,35894,0,0,1463898,35894,1460887,97.3423694820268,99.7943162706691,2.45194678864238,2.45194678864239
"RUS",2021,1368602,0,0,0,1404496,0,1368602,97.4443501441086,97.4443501441086,0,0
"RWA",2018,352573,0,0,0,357822,0,352573,98.5330695150103,98.5330695150103,0,0
"RWA",2019,349590,0,1064,0,364820,1064,350654,95.8253385231073,96.1169892001535,0.291650677046215,0.291650677046206
"RWA",2020,350918,0,744,0,371803,744,351662,94.3827779765091,94.5828839466061,0.200105970097068,0.200105970097056
"RWA",2021,327901,0,782,0,378858,782,328683,86.5498418932687,86.7562516826885,0.206409789419783,0.20640978941978
"RWA",2022,342184,0,0,0,339900,0,342184,100.671962341865,100.671962341865,0,0
"SAU",2017,541853,0,3,0,552911,3,541856,98.0000397894055,98.0005823722082,0.000542582802657209,0.000542582802665947
"SAU",2018,438950,0,3,0,459810,3,438953,95.4633435549466,95.4639959983471,0.000652443400535004,0.000652443400525726
"SAU",2019,450658,0,3,0,469925,3,450661,95.8999840400064,95.900622439751,0.000638399744640102,0.000638399744644857
"SAU",2020,475743,0,3,0,485386,3,475746,98.013333717907,98.0139517827049,0.000618064797913413,0.00061806479791926
"SAU",2021,447494,0,3,0,456564,3,447497,98.0134219956019,98.0140790776321,0.00065708203012064,0.000657082030130596
"SEN",2018,455086,0,14801,0,548839,14801,469887,82.9179413270558,85.6147249011094,2.69678357405359,2.69678357405358
"SEN",2019,536501,0,8536,0,559215,8536,545037,95.9382348470624,97.4646602827177,1.52642543565534,1.52642543565534
"SEN",2020,547201,0,19271,0,575218,19271,566472,95.1293248820447,98.4795329770626,3.35020809501789,3.3502080950179
"SEN",2021,554634,0,7338,0,589156,7338,561972,94.1404313967778,95.385941923701,1.24551052692326,1.24551052692325
"SEN",2022,400387,0,0,0,602424,0,400387,66.4626575302445,66.4626575302445,0,0
"SLB",2017,15464,0,0,0,16589,0,15464,93.2183977334378,93.2183977334378,0,0
"SLB",2018,13507,0,0,0,16760,0,13507,80.590692124105,80.590692124105,0,0
"SLB",2019,13648,0,0,0,16868,0,13648,80.9105999525729,80.9105999525729,0,0
"SLB",2020,11155,0,0,0,16575,0,11155,67.3001508295626,67.3001508295626,0,0
"SLB",2021,15065,0,0,0,16682,0,15065,90.3069176357751,90.3069176357751,0,0
"SLE",2018,225615,0,0,0,230557,0,225615,97.8564953568966,97.8564953568966,0,0
"SLE",2019,265458,0,3143,0,286981,3143,268601,92.5002003616964,93.5953948170785,1.09519445538206,1.09519445538207
"SLE",2020,253046,0,3736,0,291611,3736,256782,86.7751902363079,88.0563490403311,1.28115880402317,1.28115880402318
"SLE",2021,267923,0,7167,0,307022,7167,275090,87.2650819810958,89.5994423852362,2.33436040414042,2.33436040414043
"SLE",2022,282566,0,0,0,314288,0,282566,89.9067097693835,89.9067097693835,0,0
"SLV",2017,89293,1380,0,0,110883,1380,90673,80.5290260905639,81.7735811621258,1.24455507156192,1.2445550715619
"SLV",2018,90979,0,0,3836,110335,3836,94815,82.4570625821362,85.9337472243622,3.47668464222595,3.47668464222595
"SLV",2019,77844,68264,3836,3479,109690,75579,153423,70.9672714012216,139.869632600966,68.9023611997447,68.9023611997447
"SLV",2020,86152,3479,0,3479,101853,3479,89631,84.5846465003485,88.0003534505611,3.41570695021256,3.41570695021255
"SLV",2021,64460,0,0,0,99817,0,64460,64.5781780658605,64.5781780658605,0,0
"SMR",2017,242,22,0,0,271,22,264,89.2988929889299,97.4169741697417,8.11808118081181,8.1180811808118
"SMR",2018,204,38,0,0,238,38,242,85.7142857142857,101.680672268908,15.9663865546218,15.9663865546218
"SMR",2019,224,75,0,0,249,75,299,89.9598393574297,120.080321285141,30.1204819277108,30.1204819277109
"SMR",2020,218,80,0,0,246,80,298,88.6178861788618,121.138211382114,32.520325203252,32.520325203252
"SMR",2021,217,0,0,0,239,0,217,90.7949790794979,90.7949790794979,0,0
"SRB",2017,59911,0,0,0,64175,0,59911,93.3556680950526,93.3556680950526,0,0
"SRB",2018,56195,0,0,0,63871,0,56195,87.9820262717039,87.9820262717039,0,0
"SRB",2019,50501,0,0,0,64633,0,50501,78.135008432225,78.135008432225,0,0
"SRB",2020,48459,0,0,0,64789,0,48459,74.7951041071787,74.7951041071787,0,0
"SRB",2021,48926,0,0,0,60176,0,48926,81.304839138527,81.304839138527,0,0
"STP",2018,5152,0,0,0,5448,0,5152,94.5668135095448,94.5668135095448,0,0
"STP",2019,5267,280,0,0,5561,280,5547,94.7131810825391,99.7482467182162,5.03506563567704,5.03506563567704
"STP",2021,4489,0,0,0,5794,0,4489,77.4767000345185,77.4767000345185,0,0
"SUR",2017,9251,425,0,0,9484,425,9676,97.5432307043442,102.024462252214,4.4812315478701,4.4812315478701
"SUR",2018,7810,0,0,0,9189,0,7810,84.9929263249537,84.9929263249537,0,0
"SUR",2019,6157,0,0,0,9330,0,6157,65.9914255091104,65.9914255091104,0,0
"SUR",2020,7462,0,0,0,9437,0,7462,79.0717389000742,79.0717389000742,0,0
"SUR",2021,8934,0,0,0,9402,0,8934,95.022335673261,95.022335673261,0,0
"SVK",2017,53594,0,0,0,55777,0,53594,96.0862004051849,96.0862004051849,0,0
"SVK",2018,55690,0,0,0,57894,0,55690,96.193042456904,96.193042456904,0,0
"SVK",2020,54779,0,0,0,57409,0,54779,95.4188367677542,95.4188367677542,0,0
"SVK",2021,53750,0,0,0,56765,0,53750,94.6886285563287,94.6886285563287,0,0
"SWZ",2018,26494,0,2280,0,32568,2280,28774,81.3497912060919,88.3505281257676,7.00073691967576,7.00073691967576
"SWZ",2019,25634,0,0,0,31037,0,25634,82.5917453362116,82.5917453362116,0,0
"SWZ",2020,23659,0,0,0,31044,0,23659,76.211184125757,76.211184125757,0,0
"SWZ",2021,24259,0,0,0,30170,0,24259,80.4076897580378,80.4076897580378,0,0
"SWZ",2022,25186,0,0,0,30524,0,25186,82.5121216092255,82.5121216092255,0,0
"SYC",2017,1557,0,0,0,1651,0,1557,94.3064809206541,94.3064809206541,0,0
"SYC",2018,1656,0,10,0,1651,10,1666,100.30284675954,100.908540278619,0.605693519079346,0.605693519079352
"SYC",2019,1552,0,1,0,1605,1,1553,96.6978193146417,96.7601246105919,0.0623052959501558,0.0623052959501535
"SYC",2020,1466,0,1,0,1554,1,1467,94.3371943371943,94.4015444015444,0.0643500643500644,0.0643500643500516
"SYC",2021,1638,0,1,0,1665,1,1639,98.3783783783784,98.4384384384384,0.0600600600600601,0.0600600600600529
"SYR",2017,420483,0,0,0,524578,0,420483,80.1564305022323,80.1564305022323,0,0
"SYR",2018,414003,0,0,0,547158,0,414003,75.6642505455463,75.6642505455463,0,0
"SYR",2019,438598,435170,0,0,576533,435170,873768,76.0750902376794,151.555591787461,75.4805015497812,75.4805015497812
"SYR",2020,435170,334969,0,0,572825,334969,770139,75.9691005106272,134.445773141885,58.4766726312574,58.4766726312574
"SYR",2021,334969,0,0,0,572825,0,334969,58.4766726312574,58.4766726312574,0,0
"TCA",2017,588,35,0,0,638,35,623,92.1630094043887,97.6489028213166,5.4858934169279,5.48589341692791
"TCA",2018,523,0,0,0,547,0,523,95.6124314442413,95.6124314442413,0,0
"TCA",2019,545,0,0,0,572,0,545,95.2797202797203,95.2797202797203,0,0
"TCA",2020,495,6,0,6,574,6,501,86.2369337979094,87.2822299651568,1.04529616724739,1.04529616724739
"TCA",2021,501,0,0,0,531,0,501,94.3502824858757,94.3502824858757,0,0
"TGO",2018,263399,0,10350,0,308775,10350,273749,85.304509756295,88.6564650635576,3.35195530726257,3.35195530726257
"TGO",2019,282713,0,1326,0,316877,1326,284039,89.21852958719,89.6369884844908,0.418458897300845,0.418458897300837
"TGO",2020,270128,0,961,0,323540,961,271089,83.4913766458552,83.7884032886196,0.297026642764419,0.297026642764422
"TGO",2021,276502,0,240937,0,330878,240937,517439,83.5661482479947,156.383621757868,72.8174735098737,72.8174735098737
"TGO",2022,289175,0,0,0,338624,0,289175,85.3970775845776,85.3970775845776,0,0
"THA",2018,376388,0,0,0,421063,0,376388,89.3899487725115,89.3899487725115,0,0
"THA",2019,351580,0,0,0,389125,0,351580,90.3514294892387,90.3514294892387,0,0
"THA",2021,296909,0,0,0,353424,0,296909,84.0092919552719,84.0092919552719,0,0
"THA",2022,266783,0,0,0,309455,0,266783,86.2105960478906,86.2105960478906,0,0
"TJK",2017,233951,0,0,0,239122,0,233951,97.8375055411045,97.8375055411045,0,0
"TJK",2018,242705,0,0,0,247691,0,242705,97.9870080059429,97.9870080059429,0,0
"TJK",2019,243731,0,0,0,248408,0,243731,98.1172103958005,98.1172103958005,0,0
"TJK",2020,239341,0,0,0,245920,0,239341,97.3247397527651,97.3247397527651,0,0
"TJK",2021,224625,0,0,0,228923,0,224625,98.1225128099841,98.1225128099841,0,0
"TKL",2017,26,2,0,0,26,2,28,100,107.692307692308,7.69230769230769,7.69230769230769
"TKL",2018,54,0,2,0,55,2,56,98.1818181818182,101.818181818182,3.63636363636364,3.63636363636363
"TKL",2020,38,0,2,0,40,2,40,95,100,5,5
"TKL",2021,30,0,0,0,30,0,30,100,100,0,0
"TLS",2018,32926,0,0,0,45040,0,32926,73.1039076376554,73.1039076376554,0,0
"TLS",2019,36693,0,0,0,44981,0,36693,81.5744425424068,81.5744425424068,0,0
"TLS",2020,34193,0,0,0,31905,0,34193,107.171289766494,107.171289766494,0,0
"TLS",2021,26129,0,24022,0,31679,24022,50151,82.48050759178,158.309921399034,75.829413807254,75.829413807254
"TLS",2022,28144,0,0,0,31832,0,28144,88.4141744156823,88.4141744156823,0,0
"TON",2018,2125,0,0,0,2140,0,2125,99.2990654205608,99.2990654205608,0,0
"TON",2019,2217,0,4280,0,2226,4280,6497,99.5956873315364,291.868823000898,192.273135669362,192.273135669362
"TON",2020,2108,0,0,0,2118,0,2108,99.5278564683664,99.5278564683664,0,0
"TON",2021,2108,0,0,0,2118,0,2108,99.5278564683664,99.5278564683664,0,0
"TTO",2017,14930,325,0,0,16593,325,15255,89.9777014403664,91.9363587054782,1.95865726511179,1.9586572651118
"TTO",2018,15177,0,15177,47,15311,15224,30401,99.1248122265038,198.556593298935,99.4317810724316,99.4317810724316
"TTO",2019,14695,49,0,0,16134,49,14744,91.080947068303,91.3846535267138,0.303706458410809,0.303706458410815
"TTO",2020,13448,0,0,0,14413,0,13448,93.3046555193228,93.3046555193228,0,0
"TTO",2021,12892,0,0,0,14000,0,12892,92.0857142857143,92.0857142857143,0,0
"TUN",2017,185623,0,0,0,208080,0,185623,89.2075163398693,89.2075163398693,0,0
"TUN",2018,187511,0,0,0,198413,0,187511,94.5054003517915,94.5054003517915,0,0
"TUN",2019,178649,0,0,0,192356,0,178649,92.8741500135166,92.8741500135166,0,0
"TUN",2020,161154,0,0,0,179537,0,161154,89.7608849429366,89.7608849429366,0,0
"TUN",2021,149878,0,0,0,166807,0,149878,89.8511453356274,89.8511453356274,0,0
"TUR",2017,1233216,2559,0,0,1283570,2559,1235775,96.0770351441682,96.2764009754045,0.199365831236317,0.199365831236307
"TUR",2018,1203966,2347,0,0,1241407,2347,1206313,96.9839867182963,97.1730463901041,0.189059671807876,0.189059671807883
"TUR",2019,1118516,3023,0,0,1176839,3023,1121539,95.0440969410429,95.3009715007745,0.25687455973162,0.256874559731628
"TUR",2020,1063604,0,0,0,1106779,0,1063604,96.0990405491973,96.0990405491973,0,0
"TUR",2021,1022042,0,0,0,1073509,0,1022042,95.2057225416834,95.2057225416834,0,0
"TUV",2017,247,0,0,0,280,0,247,88.2142857142857,88.2142857142857,0,0
"TUV",2018,289,0,0,0,300,0,289,96.3333333333333,96.3333333333333,0,0
"TUV",2019,298,35,0,0,321,35,333,92.8348909657321,103.738317757009,10.9034267912773,10.9034267912773
"TUV",2020,306,0,0,0,328,0,306,93.2926829268293,93.2926829268293,0,0
"TUV",2021,244,0,0,0,271,0,244,90.0369003690037,90.0369003690037,0,0
"TZA",2018,2019348,0,0,0,2013744,0,2019348,100.278287607561,100.278287607561,0,0
"TZA",2019,2104972,0,0,0,2061343,0,2104972,102.116532765289,102.116532765289,0,0
"TZA",2020,2119442,0,0,0,2116379,0,2119442,100.144728330795,100.144728330795,0,0
"TZA",2021,1999571,0,0,0,2176804,0,1999571,91.8581094117798,91.8581094117798,0,0
"TZA",2022,2423315,0,0,0,2213094,0,2423315,109.498963893987,109.498963893987,0,0
"UGA",2018,1439971,35410,157605,0,1669393,193015,1632986,86.2571605367939,97.8191474386199,11.561986901826,11.561986901826
"UGA",2019,1506849,22743,35410,0,1733243,58153,1565002,86.9381269677708,90.2932825922274,3.35515562445658,3.35515562445657
"UGA",2020,1702512,0,0,0,1788095,0,1702512,95.2137330510963,95.2137330510963,0,0
"UGA",2021,1656729,0,0,0,1840768,0,1656729,90.0020534907169,90.0020534907169,0,0
"UGA",2022,2075652,0,0,0,1898811,0,2075652,109.313249185938,109.313249185938,0,0
"UKR",2017,313128,132572,0,0,344126,132572,445700,90.9922528376234,129.516514299995,38.5242614623713,38.5242614623713
"UKR",2018,310838,58508,0,0,333477,58508,369346,93.2112259616105,110.756064136357,17.5448381747467,17.5448381747467
"UKR",2019,260278,58538,260278,0,312360,318816,579094,83.3262901779997,185.393136124984,102.066845946984,102.066845946984
"UKR",2020,258368,37386,0,0,292082,37386,295754,88.4573510178649,101.257181202539,12.7998301846742,12.7998301846742
"UKR",2021,192362,0,0,0,259646,0,192362,74.0862559022669,74.0862559022669,0,0
"URY",2017,41728,0,0,0,43036,0,41728,96.960684078446,96.960684078446,0,0
"URY",2018,38684,11126,0,0,40139,11126,49810,96.3750965395251,124.093774134881,27.7186775953561,27.7186775953562
"URY",2019,35782,3675,0,101,37472,3776,39558,95.4899658411614,105.56682322801,10.0768573868488,10.0768573868489
"URY",2020,33357,850,0,850,35835,850,34207,93.0849727919632,95.4569554904423,2.37198269847914,2.37198269847914
"URY",2021,33561,0,0,0,35072,0,33561,95.691719890511,95.691719890511,0,0
"UZB",2017,683184,4788,683184,0,714713,687972,1371156,95.5885789120948,191.847077078492,96.2584981663969,96.2584981663969
"UZB",2018,697067,764992,0,0,714718,764992,1462059,97.5303546293783,204.564457590266,107.034102960888,107.034102960888
"UZB",2019,754359,0,754359,0,755694,754359,1508718,99.8233411936578,199.646682387316,99.8233411936578,99.8233411936578
"UZB",2020,763252,2608,0,0,772297,2608,765860,98.8288184467893,99.1665123650616,0.337693918272374,0.337693918272379
"UZB",2021,810387,0,0,0,813907,0,810387,99.5675181562513,99.5675181562513,0,0
"VCT",2017,1562,0,0,0,1545,0,1562,101.100323624595,101.100323624595,0,0
"VCT",2018,1690,0,0,0,1493,0,1690,113.194909578031,113.194909578031,0,0
"VCT",2019,1441,0,0,0,1327,0,1441,108.590806330068,108.590806330068,0,0
"VCT",2020,1195,0,0,0,1248,0,1195,95.7532051282051,95.7532051282051,0,0
"VCT",2021,1344,0,0,0,1358,0,1344,98.9690721649485,98.9690721649485,0,0
"VEN",2017,398896,155518,0,0,539405,155518,554414,73.951112800215,102.782510358636,28.8313975584208,28.8313975584209
"VEN",2018,498537,126371,0,126371,537482,126371,624908,92.7541759537994,116.26584704232,23.5116710885202,23.5116710885202
"VEN",2019,407949,119479,0,25560,535575,145039,552988,76.1702842739112,103.251271997386,27.0809877234748,27.0809877234748
"VEN",2020,362793,0,0,0,533590,0,362793,67.9909668472048,67.9909668472048,0,0
"VGB",2017,306,39,0,0,324,39,345,94.4444444444444,106.481481481481,12.037037037037,12.0370370370371
"VGB",2018,279,28,0,28,313,28,307,89.1373801916933,98.0830670926518,8.94568690095847,8.94568690095846
"VGB",2019,344,6,0,6,348,6,350,98.8505747126437,100.574712643678,1.72413793103448,1.72413793103449
"VGB",2020,278,18,0,0,336,18,296,82.7380952380952,88.0952380952381,5.35714285714286,5.35714285714286
"VGB",2021,267,0,0,0,365,0,267,73.1506849315068,73.1506849315068,0,0
"VUT",2017,6611,0,0,0,8545,0,6611,77.366881217086,77.366881217086,0,0
"VUT",2018,6611,0,0,0,8691,0,6611,76.0671959498332,76.0671959498332,0,0
"VUT",2021,6236,0,0,0,8852,0,6236,70.4473565295978,70.4473565295978,0,0
"WSM",2017,2330,0,0,0,5773,0,2330,40.3602979386801,40.3602979386801,0,0
"WSM",2018,5439,661,0,0,5660,661,6100,96.095406360424,107.773851590106,11.678445229682,11.678445229682
"WSM",2019,3574,0,0,0,5454,0,3574,65.5298863219655,65.5298863219655,0,0
"WSM",2020,3623,2185,2205,0,5821,4390,8013,62.2401649201168,137.656760006872,75.4165950867549,75.4165950867549
"WSM",2021,4485,0,0,0,5496,0,4485,81.6048034934498,81.6048034934498,0,0
"XKX",2019,21556,0,0,0,23468,0,21556,91.8527356400205,91.8527356400205,0,0
"XKX",2020,19841,0,0,0,23421,0,19841,84.7145723922975,84.7145723922975,0,0
"XKX",2021,20088,0,0,0,22933,0,20088,87.5942964287272,87.5942964287272,0,0
"YEM",2018,731064,0,57888,0,1013963,57888,788952,72.0996722760101,77.8087563352903,5.70908405928027,5.70908405928027
"YEM",2019,781154,0,61264,0,1046491,61264,842418,74.6450757818271,80.4993067307793,5.85423094895226,5.85423094895226
"YEM",2020,805463,0,79328,0,1064833,79328,884791,75.6421899020785,83.0919965853801,7.44980668330151,7.44980668330152
"YEM",2021,868074,0,87136,0,1096683,87136,955210,79.1545049936946,87.0999185726413,7.9454135789467,7.9454135789467
"YEM",2022,912820,0,0,0,1129495,0,912820,80.8166481480662,80.8166481480662,0,0
"ZMB",2018,634999,0,0,0,675509,0,634999,94.0030406700725,94.0030406700725,0,0
"ZMB",2019,647988,0,0,0,695247,0,647988,93.2025596658454,93.2025596658454,0,0
"ZMB",2020,703631,0,0,0,735358,0,703631,95.685502843513,95.685502843513,0,0
"ZMB",2021,690756,0,0,0,764176,0,690756,90.3922656560792,90.3922656560792,0,0
"ZMB",2022,824063,0,0,0,824726,0,824063,99.9196096643006,99.9196096643006,0,0
"ZWE",2018,389528,0,0,0,454978,0,389528,85.6146890618887,85.6146890618887,0,0
"ZWE",2019,386285,0,0,0,459428,0,386285,84.079551093969,84.079551093969,0,0
"ZWE",2020,394076,0,0,0,464123,0,394076,84.9076645630576,84.9076645630576,0,0
"ZWE",2022,414948,0,0,0,442659,0,414948,93.7398765189457,93.7398765189457,0,0
