"COUNTRY","YEAR","VACCINECODE","AGEGROUP","DOSES"
"HND",2020,"DTPCV3","12_TO_23_MONTHS","4141"
"BWA",2020,"MCV1","NOT_COLLECTED","45516"
"GIN",2020,"MCV1","NOT_COLLECTED","406096"
"DMA",2020,"DTPCV3","24_TO_36_MONTHS","0"
"ECU",2020,"MCV1","12_TO_23_MONTHS","302334"
"HND",2020,"MCV1","24_TO_36_MONTHS","3212"
"BFA",2020,"MCV1","12_TO_23_MONTHS","1533"
"BTN",2020,"MCV1","NOT_COLLECTED","9826"
"ETH",2020,"MCV1","NOT_COLLECTED","2966925"
"DMA",2020,"DTPCV3","NOT_COLLECTED","760"
"BTN",2020,"DTPCV3","NOT_COLLECTED","10040"
"GIN",2020,"DTPCV3","NOT_COLLECTED","407053"
"HND",2020,"MCV1","NOT_COLLECTED","161411"
"GIN",2020,"MCV1","12_TO_23_MONTHS","1196"
"BFA",2020,"DTPCV3","NOT_COLLECTED","795412"
"ECU",2020,"MCV1","GTEQ_24_MONTHS","35784"
"BWA",2020,"MCV1","12_TO_23_MONTHS","2098"
"DMA",2020,"MCV1","GTEQ_24_MONTHS","163"
"HND",2020,"MCV1","12_TO_23_MONTHS","3212"
"ECU",2020,"DTPCV3","NOT_COLLECTED","233371"
"ZWE",2020,"DTPCV3","NOT_COLLECTED","399529"
"ZWE",2020,"MCV1","NOT_COLLECTED","394076"
"HND",2020,"MCV1","GTEQ_24_MONTHS","-4444"
"DMA",2020,"MCV1","NOT_COLLECTED","717"
"BLZ",2020,"MCV1","GTEQ_24_MONTHS","48"
"BLZ",2020,"DTPCV3","12_TO_23_MONTHS","2"
"GHA",2020,"MCV1","12_TO_23_MONTHS","9959"
"KIR",2020,"DTPCV3","NOT_COLLECTED","3023"
"MWI",2020,"DTPCV3","NOT_COLLECTED","701204"
"BLZ",2020,"DTPCV3","24_TO_36_MONTHS","2"
"GHA",2020,"MCV1","GTEQ_24_MONTHS","-4444"
"BLZ",2020,"MCV1","NOT_COLLECTED","5840"
"MWI",2020,"MCV1","12_TO_23_MONTHS","1104"
"KIR",2020,"MCV1","12_TO_23_MONTHS","-4444"
"MWI",2020,"MCV1","NOT_COLLECTED","671712"
"KIR",2020,"MCV1","GTEQ_24_MONTHS","-4444"
"KIR",2020,"MCV1","NOT_COLLECTED","2687"
"BLZ",2020,"MCV1","12_TO_23_MONTHS","-4444"
"BLZ",2020,"DTPCV3","NOT_COLLECTED","5799"
"GHA",2020,"DTPCV3","NOT_COLLECTED","1170924"
"GHA",2020,"MCV1","NOT_COLLECTED",NA
"MEX",2020,"DTPCV3","NOT_COLLECTED","1556020"
"MEX",2020,"MCV1","NOT_COLLECTED","1987807"
"NPL",2020,"MCV1","NOT_COLLECTED","493877"
"COD",2020,"MCV1","12_TO_23_MONTHS","61324"
"NPL",2020,"MCV1","GTEQ_24_MONTHS","-4444"
"COD",2020,"DTPCV3","NOT_COLLECTED","3710713"
"BRN",2020,"DTPCV3","NOT_COLLECTED","6002"
"NER",2020,"MCV1","NOT_COLLECTED","943065"
"NER",2020,"DTPCV3","NOT_COLLECTED","945439"
"NER",2020,"MCV1","12_TO_23_MONTHS","-2222"
"NPL",2020,"MCV1","12_TO_23_MONTHS","-4444"
"COD",2020,"MCV1","NOT_COLLECTED","3573001"
"NPL",2020,"DTPCV3","NOT_COLLECTED","499577"
"COD",2020,"MCV1","GTEQ_24_MONTHS","-4444"
"BRN",2020,"MCV1","NOT_COLLECTED","5944"
"NER",2020,"MCV1","GTEQ_24_MONTHS","-2222"
"MOZ",2020,"DTPCV3","NOT_COLLECTED","1143120"
"MOZ",2020,"MCV1","12_TO_23_MONTHS","31885"
"VNM",2020,"DTPCV3","NOT_COLLECTED","1482818"
"MOZ",2020,"MCV1","NOT_COLLECTED","1145884"
"VNM",2020,"MCV1","NOT_COLLECTED","1530881"
"MRT",2020,"DTPCV3","NOT_COLLECTED","121240"
"MRT",2020,"MCV1","NOT_COLLECTED","122745"
"MRT",2020,"MCV1","12_TO_23_MONTHS","0"
"GNQ",2020,"MCV1","NOT_COLLECTED","15975"
"GNQ",2020,"MCV1","12_TO_23_MONTHS","165"
"BEN",2020,"MCV1","12_TO_23_MONTHS","5785"
"BEN",2020,"DTPCV3","NOT_COLLECTED","398977"
"BEN",2020,"MCV1","GTEQ_24_MONTHS","-4444"
"GNQ",2020,"MCV1","GTEQ_24_MONTHS","-4444"
"GNQ",2020,"DTPCV3","NOT_COLLECTED","16773"
"BEN",2020,"MCV1","NOT_COLLECTED","375762"
"TGO",2020,"MCV1","12_TO_23_MONTHS","1326"
"SOM",2020,"MCV1","12_TO_23_MONTHS","147413"
"SEN",2020,"MCV1","GTEQ_24_MONTHS","-4444"
"TGO",2020,"MCV1","NOT_COLLECTED","270128"
"MLI",2020,"DTPCV3","NOT_COLLECTED","746797"
"SEN",2020,"DTPCV3","NOT_COLLECTED","553025"
"SEN",2020,"MCV1","NOT_COLLECTED","547201"
"TGO",2020,"MCV1","GTEQ_24_MONTHS","-4444"
"SEN",2020,"MCV1","12_TO_23_MONTHS","8536"
"SOM",2020,"MCV1","NOT_COLLECTED","433863"
"MLI",2020,"MCV1","NOT_COLLECTED","724013"
"TGO",2020,"DTPCV3","NOT_COLLECTED","286751"
"MLI",2020,"MCV1","GTEQ_24_MONTHS","-4444"
"SOM",2020,"DTPCV3","NOT_COLLECTED","450983"
"MLI",2020,"MCV1","12_TO_23_MONTHS","8754"
"YEM",2020,"DTPCV3","NOT_COLLECTED","923889"
"YEM",2020,"MCV1","NOT_COLLECTED","805463"
"YEM",2020,"MCV1","12_TO_23_MONTHS","61264"
"ERI",2020,"MCV1","GTEQ_24_MONTHS","-4444"
"GTM",2020,"MCV1","12_TO_23_MONTHS","331829"
"GTM",2020,"MCV1","24_TO_36_MONTHS","5568"
"GTM",2020,"DTPCV3","24_TO_36_MONTHS","4339"
"GTM",2020,"DTPCV3","12_TO_23_MONTHS","15561"
"ROU",2020,"MCV1","12_TO_23_MONTHS","-4444"
"GTM",2020,"MCV1","GTEQ_24_MONTHS","5568"
"ROU",2020,"MCV1","GTEQ_24_MONTHS","68071"
"GTM",2020,"MCV1","NOT_COLLECTED","323963"
"ROU",2020,"MCV1","NOT_COLLECTED","77175"
"GTM",2020,"DTPCV3","NOT_COLLECTED","305488"
"ROU",2020,"DTPCV3","NOT_COLLECTED","84592"
"SYR",2020,"DTPCV3","NOT_COLLECTED","390484"
"SYR",2020,"MCV1","12_TO_23_MONTHS","-4444"
"CUB",2020,"MCV1","NOT_COLLECTED","106792"
"SYR",2020,"MCV1","GTEQ_24_MONTHS","-2222"
"SYR",2020,"MCV1","NOT_COLLECTED","438598"
"CUB",2020,"MCV1","12_TO_23_MONTHS",NA
"CUB",2020,"DTPCV3","NOT_COLLECTED","103684"
"EST",2020,"MCV1","NOT_COLLECTED","12618"
"NIC",2020,"DTPCV3","12_TO_23_MONTHS","1195"
"EST",2020,"MCV1","12_TO_23_MONTHS","-4444"
"NIC",2020,"MCV1","GTEQ_24_MONTHS",NA
"EST",2020,"DTPCV3","NOT_COLLECTED","12310"
"EST",2020,"MCV1","GTEQ_24_MONTHS","-2222"
"NIC",2020,"DTPCV3","NOT_COLLECTED","135420"
"NIC",2020,"MCV1","NOT_COLLECTED","146890"
"ESP",2020,"MCV1","NOT_COLLECTED","342963"
"NIC",2020,"DTPCV3","24_TO_36_MONTHS","180"
"ESP",2020,"DTPCV3","NOT_COLLECTED","319368"
"NIC",2020,"MCV1","12_TO_23_MONTHS","140910"
"DOM",2020,"DTPCV3","24_TO_36_MONTHS","1616"
"TON",2020,"DTPCV3","NOT_COLLECTED","2189"
"NRU",2020,"DTPCV3","NOT_COLLECTED","313"
"VGB",2020,"DTPCV3","NOT_COLLECTED","287"
"TON",2020,"MCV1","NOT_COLLECTED","2217"
"VGB",2020,"MCV1","NOT_COLLECTED","344"
"TON",2020,"MCV1","12_TO_23_MONTHS","4280"
"SUR",2020,"MCV1","12_TO_23_MONTHS","-2222"
"NRU",2020,"MCV1","NOT_COLLECTED","329"
"ISR",2020,"DTPCV3","NOT_COLLECTED","131082"
"DOM",2020,"DTPCV3","12_TO_23_MONTHS","-4444"
"ISR",2020,"MCV1","GTEQ_24_MONTHS","37876"
"NRU",2020,"MCV1","12_TO_23_MONTHS","-4444"
"VGB",2020,"MCV1","24_TO_36_MONTHS","28"
"ISR",2020,"MCV1","NOT_COLLECTED","132576"
"VGB",2020,"MCV1","GTEQ_24_MONTHS","28"
"SUR",2020,"MCV1","GTEQ_24_MONTHS","-2222"
"KNA",2020,"MCV1","24_TO_36_MONTHS","0"
"AFG",2020,"MCV1","GTEQ_24_MONTHS","-2222"
"PAK",2020,"DTPCV3","NOT_COLLECTED","5665843"
"KNA",2020,"DTPCV3","24_TO_36_MONTHS","0"
"AFG",2020,"MCV1","NOT_COLLECTED","1365889"
"KNA",2020,"MCV1","12_TO_23_MONTHS","-4444"
"KNA",2020,"MCV1","NOT_COLLECTED","670"
"AFG",2020,"MCV1","12_TO_23_MONTHS","-2222"
"KNA",2020,"DTPCV3","NOT_COLLECTED","645"
"KNA",2020,"DTPCV3","12_TO_23_MONTHS","0"
"PAK",2020,"MCV1","NOT_COLLECTED","6285275"
"KNA",2020,"MCV1","GTEQ_24_MONTHS","-2222"
"AFG",2020,"DTPCV3","NOT_COLLECTED","1518597"
"CHL",2020,"MCV1","NOT_COLLECTED","191483"
"CHL",2020,"DTPCV3","NOT_COLLECTED","187200"
"JOR",2020,"MCV1","NOT_COLLECTED","164872"
"JOR",2020,"DTPCV3","NOT_COLLECTED","166701"
"GUY",2020,"MCV1","NOT_COLLECTED","16239"
"GUY",2020,"DTPCV3","NOT_COLLECTED","15268"
"CHL",2020,"MCV1","GTEQ_24_MONTHS","173"
"CHL",2020,"DTPCV3","12_TO_23_MONTHS","2431"
"CHL",2020,"DTPCV3","24_TO_36_MONTHS","0"
"GUY",2020,"MCV1","24_TO_36_MONTHS","-2222"
"TCD",2020,"MCV1","NOT_COLLECTED","555114"
"TCD",2020,"DTPCV3","NOT_COLLECTED","616516"
"BRB",2020,"DTPCV3","NOT_COLLECTED","2024"
"BRB",2020,"MCV1","NOT_COLLECTED","2256"
"TCD",2020,"MCV1","12_TO_23_MONTHS","4379"
"BRB",2020,"MCV1","12_TO_23_MONTHS","-4444"
"TCD",2020,"MCV1","GTEQ_24_MONTHS","-4444"
"BRB",2020,"MCV1","GTEQ_24_MONTHS","36"
"BRB",2020,"DTPCV3","12_TO_23_MONTHS","37"
"BRB",2020,"DTPCV3","24_TO_36_MONTHS","11"
"BRB",2020,"MCV1","24_TO_36_MONTHS","36"
"TLS",2020,"MCV1","NOT_COLLECTED","34193"
"TLS",2020,"DTPCV3","NOT_COLLECTED","36847"
"GAB",2020,"MCV1","NOT_COLLECTED","38325"
"GAB",2020,"DTPCV3","NOT_COLLECTED","45774"
"LKA",2020,"MCV1","NOT_COLLECTED","297602"
"LKA",2020,"DTPCV3","NOT_COLLECTED","297903"
"PAN",2020,"DTPCV3","NOT_COLLECTED","49948"
"PAN",2020,"MCV1","NOT_COLLECTED","58804"
"GAB",2020,"MCV1","12_TO_23_MONTHS","116"
"PAN",2020,"MCV1","12_TO_23_MONTHS","4982"
"GAB",2020,"MCV1","GTEQ_24_MONTHS","-4444"
"PAN",2020,"MCV1","GTEQ_24_MONTHS",NA
"IRN",2020,"DTPCV3","NOT_COLLECTED","1175848"
"IRN",2020,"MCV1","NOT_COLLECTED","1211252"
"IRN",2020,"MCV1","GTEQ_24_MONTHS","6903"
"NGA",2020,"MCV1","NOT_COLLECTED","6142004"
"NGA",2020,"DTPCV3","NOT_COLLECTED","6596065"
"GRD",2020,"MCV1","NOT_COLLECTED","1263"
"GRD",2020,"DTPCV3","NOT_COLLECTED","1162"
"VCT",2020,"MCV1","NOT_COLLECTED","1441"
"VCT",2020,"DTPCV3","NOT_COLLECTED","1408"
"NGA",2020,"MCV1","12_TO_23_MONTHS","46057"
"GRD",2020,"MCV1","12_TO_23_MONTHS","-4444"
"GRD",2020,"MCV1","GTEQ_24_MONTHS","24"
"GRD",2020,"DTPCV3","12_TO_23_MONTHS","13"
"SUR",2020,"DTPCV3","12_TO_23_MONTHS","-2222"
"GRD",2020,"MCV1","24_TO_36_MONTHS","24"
"GRD",2020,"DTPCV3","24_TO_36_MONTHS","-2222"
"SUR",2020,"DTPCV3","24_TO_36_MONTHS","-2222"
"SUR",2020,"MCV1","24_TO_36_MONTHS","-2222"
"COL",2020,"MCV1","NOT_COLLECTED","633760"
"COL",2020,"DTPCV3","NOT_COLLECTED","594113"
"KEN",2020,"MCV1","NOT_COLLECTED","1243443"
"KEN",2020,"DTPCV3","NOT_COLLECTED","1264603"
"COL",2020,"MCV1","12_TO_23_MONTHS","19950"
"KEN",2020,"MCV1","GTEQ_24_MONTHS","17894"
"COL",2020,"MCV1","GTEQ_24_MONTHS","-4444"
"COL",2020,"DTPCV3","12_TO_23_MONTHS","18488"
"COL",2020,"MCV1","24_TO_36_MONTHS","3286"
"COL",2020,"DTPCV3","24_TO_36_MONTHS","6238"
"ITA",2020,"DTPCV3","NOT_COLLECTED","408186"
"ITA",2020,"MCV1","NOT_COLLECTED","398895"
"ATG",2020,"MCV1","NOT_COLLECTED","987"
"ATG",2020,"DTPCV3","NOT_COLLECTED","1008"
"ATG",2020,"MCV1","12_TO_23_MONTHS","-4444"
"ITA",2020,"MCV1","GTEQ_24_MONTHS","454"
"ATG",2020,"MCV1","GTEQ_24_MONTHS","-2222"
"GEO",2020,"DTPCV3","NOT_COLLECTED","39185"
"GEO",2020,"MCV1","NOT_COLLECTED","40844"
"DJI",2020,"DTPCV3","NOT_COLLECTED","13955"
"DJI",2020,"MCV1","NOT_COLLECTED","12392"
"USA",2020,"MCV1","NOT_COLLECTED",NA
"USA",2020,"DTPCV3","NOT_COLLECTED",NA
"DJI",2020,"MCV1","12_TO_23_MONTHS","-2222"
"GEO",2020,"MCV1","12_TO_23_MONTHS","-4444"
"DJI",2020,"MCV1","GTEQ_24_MONTHS","-2222"
"GEO",2020,"MCV1","GTEQ_24_MONTHS","2230"
"PSE",2020,"DTPCV3","NOT_COLLECTED","135655"
"PSE",2020,"MCV1","NOT_COLLECTED","135761"
"MDA",2020,"DTPCV3","NOT_COLLECTED","29962"
"MDA",2020,"MCV1","NOT_COLLECTED","29331"
"CHE",2020,"MCV1","12_TO_23_MONTHS","-2222"
"CHE",2020,"MCV1","GTEQ_24_MONTHS","-2222"
"SRB",2020,"DTPCV3","NOT_COLLECTED","58238"
"SRB",2020,"MCV1","NOT_COLLECTED","50501"
"TUR",2020,"MCV1","NOT_COLLECTED","1118516"
"TUR",2020,"DTPCV3","NOT_COLLECTED","1089512"
"LVA",2020,"MCV1","NOT_COLLECTED","18767"
"LVA",2020,"DTPCV3","NOT_COLLECTED","18566"
"LVA",2020,"MCV1","12_TO_23_MONTHS","-2222"
"TUR",2020,"MCV1","GTEQ_24_MONTHS","2347"
"LVA",2020,"MCV1","GTEQ_24_MONTHS","1385"
"NOR",2020,"MCV1","NOT_COLLECTED","54268"
"NOR",2020,"DTPCV3","NOT_COLLECTED","54470"
"NOR",2020,"MCV1","GTEQ_24_MONTHS","-4444"
"AGO",2020,"DTPCV3","NOT_COLLECTED","787048"
"AGO",2020,"MCV1","NOT_COLLECTED","794837"
"TCA",2020,"MCV1","NOT_COLLECTED","545"
"TCA",2020,"DTPCV3","NOT_COLLECTED","492"
"AGO",2020,"MCV1","12_TO_23_MONTHS","39171"
"AGO",2020,"MCV1","GTEQ_24_MONTHS","-4444"
"TCA",2020,"MCV1","GTEQ_24_MONTHS","0"
"TCA",2020,"DTPCV3","12_TO_23_MONTHS","0"
"TCA",2020,"MCV1","24_TO_36_MONTHS","0"
"TCA",2020,"DTPCV3","24_TO_36_MONTHS","0"
"TUN",2020,"MCV1","NOT_COLLECTED","178649"
"TUN",2020,"DTPCV3","NOT_COLLECTED","167568"
"TUN",2020,"MCV1","GTEQ_24_MONTHS","-2222"
"EGY",2020,"DTPCV3","NOT_COLLECTED","2137761"
"EGY",2020,"MCV1","NOT_COLLECTED","2140242"
"EGY",2020,"MCV1","12_TO_23_MONTHS","-4444"
"EGY",2020,"MCV1","GTEQ_24_MONTHS","82540"
"VEN",2020,"DTPCV3","12_TO_23_MONTHS","59060"
"VEN",2020,"DTPCV3","24_TO_36_MONTHS","24820"
"RWA",2020,"MCV1","NOT_COLLECTED","350918"
"RWA",2020,"DTPCV3","NOT_COLLECTED","339563"
"RWA",2020,"MCV1","12_TO_23_MONTHS","1064"
"RWA",2020,"MCV1","GTEQ_24_MONTHS","-4444"
"ZAF",2020,"DTPCV3","NOT_COLLECTED","970836"
"ZAF",2020,"MCV1","NOT_COLLECTED","972260"
"CYM",2020,"DTPCV3","NOT_COLLECTED","632"
"CYM",2020,"MCV1","NOT_COLLECTED","594"
"LCA",2020,"DTPCV3","NOT_COLLECTED","1624"
"LCA",2020,"MCV1","NOT_COLLECTED","1695"
"CYM",2020,"MCV1","12_TO_23_MONTHS","-4444"
"CYM",2020,"MCV1","GTEQ_24_MONTHS","28"
"LCA",2020,"MCV1","GTEQ_24_MONTHS","46"
"CYM",2020,"DTPCV3","12_TO_23_MONTHS","23"
"LCA",2020,"DTPCV3","12_TO_23_MONTHS","36"
"CYM",2020,"DTPCV3","24_TO_36_MONTHS","10"
"CYM",2020,"MCV1","24_TO_36_MONTHS","28"
"LCA",2020,"DTPCV3","24_TO_36_MONTHS","8"
"LCA",2020,"MCV1","24_TO_36_MONTHS","46"
"ARG",2020,"MCV1","24_TO_36_MONTHS","39448"
"LBY",2020,"DTPCV3","NOT_COLLECTED","226069"
"LBY",2020,"MCV1","NOT_COLLECTED","219911"
"CRI",2020,"DTPCV3","NOT_COLLECTED","55938"
"CRI",2020,"MCV1","NOT_COLLECTED","62958"
"SLB",2020,"MCV1","NOT_COLLECTED","13648"
"SLB",2020,"DTPCV3","NOT_COLLECTED","15807"
"SLB",2020,"MCV1","12_TO_23_MONTHS","-4444"
"LBR",2020,"DTPCV3","NOT_COLLECTED","146121"
"LBR",2020,"MCV1","NOT_COLLECTED","139808"
"LBR",2020,"MCV1","12_TO_23_MONTHS","-2222"
"LBR",2020,"MCV1","GTEQ_24_MONTHS","-2222"
"PLW",2020,"MCV1","NOT_COLLECTED","344"
"PLW",2020,"DTPCV3","NOT_COLLECTED","354"
"CPV",2020,"DTPCV3","NOT_COLLECTED","9644"
"CPV",2020,"MCV1","NOT_COLLECTED","9843"
"CPV",2020,"DTPCV3","1_TO_4_YEARS","41"
"CPV",2020,"MCV1","1_TO_4_YEARS","216"
"UGA",2020,"MCV1","NOT_COLLECTED","1702512"
"UGA",2020,"DTPCV3","NOT_COLLECTED","1590276"
"SLE",2020,"MCV1","NOT_COLLECTED","253046"
"SLE",2020,"DTPCV3","NOT_COLLECTED","263930"
"UGA",2020,"MCV1","12_TO_23_MONTHS","35410"
"SLE",2020,"MCV1","12_TO_23_MONTHS","3143"
"UGA",2020,"MCV1","GTEQ_24_MONTHS","35410"
"ARM",2020,"DTPCV3","NOT_COLLECTED","30588"
"ARM",2020,"MCV1","NOT_COLLECTED","31733"
"OMN",2020,"MCV1","NOT_COLLECTED","85981"
"OMN",2020,"DTPCV3","NOT_COLLECTED","81137"
"ARM",2020,"MCV1","12_TO_23_MONTHS","31733"
"OMN",2020,"MCV1","GTEQ_24_MONTHS","85981"
"ARM",2020,"MCV1","GTEQ_24_MONTHS","5606"
"THA",2020,"MCV1","NOT_COLLECTED",NA
"THA",2020,"DTPCV3","NOT_COLLECTED","322695"
"FJI",2020,"DTPCV3","NOT_COLLECTED","18434"
"FJI",2020,"MCV1","NOT_COLLECTED","16037"
"CZE",2020,"DTPCV3","NOT_COLLECTED",NA
"CZE",2020,"MCV1","NOT_COLLECTED",NA
"GNB",2020,"DTPCV3","NOT_COLLECTED","48609"
"GNB",2020,"MCV1","NOT_COLLECTED","47266"
"GNB",2020,"MCV1","GTEQ_24_MONTHS","-4444"
"FRA",2020,"DTPCV3","NOT_COLLECTED",NA
"FRA",2020,"MCV1","NOT_COLLECTED",NA
"ISL",2020,"MCV1","NOT_COLLECTED","4089"
"ISL",2020,"DTPCV3","NOT_COLLECTED","4300"
"BHS",2020,"DTPCV3","NOT_COLLECTED","3230"
"BHS",2020,"MCV1","NOT_COLLECTED","3379"
"ISL",2020,"MCV1","12_TO_23_MONTHS","-4444"
"BHS",2020,"MCV1","12_TO_23_MONTHS","-4444"
"ISL",2020,"MCV1","GTEQ_24_MONTHS","561"
"BHS",2020,"DTPCV3","12_TO_23_MONTHS","136"
"CUB",2020,"DTPCV3","12_TO_23_MONTHS","0"
"BHS",2020,"DTPCV3","24_TO_36_MONTHS","40"
"BHS",2020,"MCV1","24_TO_36_MONTHS","-2222"
"CUB",2020,"DTPCV3","24_TO_36_MONTHS","0"
"CUB",2020,"MCV1","24_TO_36_MONTHS","0"
"HRV",2020,"DTPCV3","NOT_COLLECTED","34551"
"HRV",2020,"MCV1","NOT_COLLECTED","32174"
"HUN",2020,"MCV1","NOT_COLLECTED","88249"
"HUN",2020,"DTPCV3","NOT_COLLECTED","87782"
"AIA",2020,"DTPCV3","NOT_COLLECTED","129"
"AIA",2020,"MCV1","NOT_COLLECTED","137"
"AIA",2020,"MCV1","12_TO_23_MONTHS","-4444"
"AIA",2020,"MCV1","GTEQ_24_MONTHS","8"
"AIA",2020,"DTPCV3","12_TO_23_MONTHS","2"
"NIC",2020,"MCV1","24_TO_36_MONTHS","12411"
"NLD",2020,"DTPCV3","NOT_COLLECTED","160593"
"NLD",2020,"MCV1","NOT_COLLECTED","159670"
"NLD",2020,"MCV1","GTEQ_24_MONTHS","-4444"
"BMU",2020,"MCV1","NOT_COLLECTED","522"
"BMU",2020,"DTPCV3","NOT_COLLECTED","483"
"BMU",2020,"MCV1","12_TO_23_MONTHS","-4444"
"BMU",2020,"MCV1","GTEQ_24_MONTHS","-4444"
"BMU",2020,"DTPCV3","12_TO_23_MONTHS","6"
"BMU",2020,"MCV1","24_TO_36_MONTHS","30"
"BMU",2020,"DTPCV3","24_TO_36_MONTHS","2"
"MKD",2020,"DTPCV3","NOT_COLLECTED","16602"
"MKD",2020,"MCV1","NOT_COLLECTED","12764"
"PER",2020,"MCV1","NOT_COLLECTED","427078"
"PER",2020,"DTPCV3","NOT_COLLECTED","365435"
"PER",2020,"MCV1","12_TO_23_MONTHS","140987"
"MKD",2020,"MCV1","GTEQ_24_MONTHS","5700"
"PER",2020,"DTPCV3","12_TO_23_MONTHS","32972"
"PER",2020,"DTPCV3","24_TO_36_MONTHS","6440"
"BEL",2020,"MCV1","NOT_COLLECTED","-4444"
"BEL",2020,"DTPCV3","NOT_COLLECTED","-4444"
"BEL",2020,"MCV1","12_TO_23_MONTHS","-4444"
"BEL",2020,"MCV1","GTEQ_24_MONTHS","-4444"
"PAN",2020,"DTPCV3","12_TO_23_MONTHS","6712"
"PAN",2020,"DTPCV3","24_TO_36_MONTHS","1088"
"ALB",2020,"DTPCV3","NOT_COLLECTED","27644"
"ALB",2020,"MCV1","NOT_COLLECTED","25554"
"ALB",2020,"MCV1","12_TO_23_MONTHS","-4444"
"ALB",2020,"MCV1","GTEQ_24_MONTHS","6432"
"PRT",2020,"MCV1","NOT_COLLECTED","-4444"
"PRT",2020,"DTPCV3","NOT_COLLECTED","-4444"
"POL",2020,"DTPCV3","NOT_COLLECTED","291359"
"POL",2020,"MCV1","NOT_COLLECTED","265405"
"DEU",2020,"DTPCV3","NOT_COLLECTED","-2222"
"DEU",2020,"MCV1","NOT_COLLECTED","603829"
"DEU",2020,"MCV1","12_TO_23_MONTHS","-2222"
"DEU",2020,"MCV1","GTEQ_24_MONTHS","-2222"
"MCO",2020,"MCV1","NOT_COLLECTED",NA
"MCO",2020,"DTPCV3","NOT_COLLECTED",NA
"CYP",2020,"MCV1","NOT_COLLECTED",NA
"CYP",2020,"DTPCV3","NOT_COLLECTED",NA
"NAM",2020,"MCV1","NOT_COLLECTED","76087"
"NAM",2020,"DTPCV3","NOT_COLLECTED","78732"
"NAM",2020,"MCV1","12_TO_23_MONTHS","7086"
"NAM",2020,"MCV1","GTEQ_24_MONTHS","-4444"
"LBN",2020,"MCV1","12_TO_23_MONTHS","102826"
"CHL",2020,"MCV1","24_TO_36_MONTHS","173"
"BHS",2020,"MCV1","GTEQ_24_MONTHS","239"
"TTO",2020,"DTPCV3","NOT_COLLECTED","14597"
"TTO",2020,"MCV1","NOT_COLLECTED","14695"
"TTO",2020,"MCV1","12_TO_23_MONTHS","-4444"
"TTO",2020,"MCV1","GTEQ_24_MONTHS","-4444"
"TTO",2020,"DTPCV3","12_TO_23_MONTHS","29"
"TTO",2020,"DTPCV3","24_TO_36_MONTHS","6"
"TTO",2020,"MCV1","24_TO_36_MONTHS","47"
"GAB",2021,"DTPCV3","NOT_COLLECTED","55973"
"GAB",2021,"MCV1","NOT_COLLECTED","48090"
"BRB",2021,"DTPCV3","NOT_COLLECTED","1856"
"BRB",2021,"MCV1","NOT_COLLECTED","1825"
"GAB",2021,"MCV1","12_TO_23_MONTHS","7189"
"BRB",2021,"MCV1","12_TO_23_MONTHS","-4444"
"GAB",2021,"MCV1","GTEQ_24_MONTHS","-4444"
"BRB",2021,"MCV1","GTEQ_24_MONTHS","30"
"BRB",2021,"DTPCV3","12_TO_23_MONTHS","39"
"BRB",2021,"DTPCV3","24_TO_36_MONTHS","8"
"BRB",2021,"MCV1","24_TO_36_MONTHS","30"
"SEN",2021,"DTPCV3","NOT_COLLECTED","527898"
"SEN",2021,"MCV1","NOT_COLLECTED","554634"
"SEN",2021,"MCV1","12_TO_23_MONTHS","19271"
"SEN",2021,"MCV1","GTEQ_24_MONTHS","-4444"
"SSD",2021,"DTPCV3","NOT_COLLECTED","400760"
"SSD",2021,"MCV1","NOT_COLLECTED","338062"
"SSD",2021,"MCV1","12_TO_23_MONTHS","96325"
"SSD",2021,"MCV1","GTEQ_24_MONTHS","-4444"
"AZE",2021,"DTPCV3","NOT_COLLECTED","91595"
"AZE",2021,"MCV1","NOT_COLLECTED","122305"
"AZE",2021,"MCV1","12_TO_23_MONTHS","-4444"
"AZE",2021,"MCV1","GTEQ_24_MONTHS","3757"
"PAK",2021,"DTPCV3","NOT_COLLECTED","6173924"
"PAK",2021,"MCV1","NOT_COLLECTED","6109880"
"SUR",2021,"DTPCV3","NOT_COLLECTED","8159"
"SUR",2021,"MCV1","NOT_COLLECTED","7462"
"SUR",2021,"DTPCV3","12_TO_23_MONTHS","-2222"
"SUR",2021,"DTPCV3","24_TO_36_MONTHS","-2222"
"SUR",2021,"MCV1","24_TO_36_MONTHS","-2222"
"TJK",2021,"DTPCV3","NOT_COLLECTED","229584"
"TJK",2021,"MCV1","NOT_COLLECTED","239341"
"ISL",2021,"MCV1","NOT_COLLECTED","4248"
"ISL",2021,"DTPCV3","NOT_COLLECTED","4240"
"ISL",2021,"MCV1","12_TO_23_MONTHS","-4444"
"ISL",2021,"MCV1","GTEQ_24_MONTHS","111"
"IRN",2021,"DTPCV3","NOT_COLLECTED","1071139"
"IRN",2021,"MCV1","NOT_COLLECTED","1085796"
"SAU",2021,"DTPCV3","NOT_COLLECTED","472679"
"SAU",2021,"MCV1","NOT_COLLECTED","475743"
"UZB",2021,"DTPCV3","NOT_COLLECTED","774208"
"UZB",2021,"MCV1","NOT_COLLECTED","763252"
"IRN",2021,"MCV1","12_TO_23_MONTHS","-4444"
"SAU",2021,"MCV1","12_TO_23_MONTHS","3"
"IRN",2021,"MCV1","GTEQ_24_MONTHS","7067"
"SAU",2021,"MCV1","GTEQ_24_MONTHS","-4444"
