"COUNTRY","YEAR","VACCINECODE","AGEGROUP","DOSES"
"NIC",2007,"DTPCV3","GTEQ_24_MONTHS",NA
"NIC",2008,"DTPCV3","GTEQ_24_MONTHS","0"
"NIC",2009,"DTPCV3","GTEQ_24_MONTHS","0"
"NIC",2010,"DTPCV3","GTEQ_24_MONTHS",NA
"NIC",2011,"DTPCV3","GTEQ_24_MONTHS",NA
"NIC",2012,"DTPCV3","GTEQ_24_MONTHS",NA
"NIC",2013,"DTPCV3","GTEQ_24_MONTHS",NA
"NIC",2014,"DTPCV3","GTEQ_24_MONTHS",NA
"NIC",2015,"DTPCV3","GTEQ_24_MONTHS",NA
"NIC",2016,"DTPCV3","GTEQ_24_MONTHS",NA
"NIC",2006,"DTPCV3","GTEQ_24_MONTHS","3921"
"NIC",2007,"DTPCV3","GTEQ_24_MONTHS","4160"
"NIC",2008,"DTPCV3","GTEQ_24_MONTHS","5100"
"NIC",2009,"DTPCV3","GTEQ_24_MONTHS","4417"
"NIC",2010,"DTPCV3","GTEQ_24_MONTHS","3791"
"NIC",2011,"DTPCV3","GTEQ_24_MONTHS","4265"
"NIC",2012,"DTPCV3","GTEQ_24_MONTHS","3723"
"NIC",2013,"DTPCV3","GTEQ_24_MONTHS",NA
"NIC",2014,"DTPCV3","GTEQ_24_MONTHS",NA
"NIC",2015,"DTPCV3","GTEQ_24_MONTHS",NA
"NIC",2016,"DTPCV3","GTEQ_24_MONTHS",NA
"NIC",2006,"MCV1","NOT_COLLECTED",NA
"NIC",2007,"MCV1","NOT_COLLECTED","142108"
"NIC",2008,"MCV1","NOT_COLLECTED","148414"
"NIC",2009,"MCV1","NOT_COLLECTED","143176"
"NIC",2010,"MCV1","NOT_COLLECTED","145958"
"NIC",2011,"MCV1","NOT_COLLECTED","150285"
"NIC",2012,"MCV1","NOT_COLLECTED","157521"
"NIC",2013,"MCV1","NOT_COLLECTED","158480"
"NIC",2014,"MCV1","NOT_COLLECTED","156331"
"NIC",2015,"MCV1","NOT_COLLECTED","158857"
"NIC",2016,"MCV1","NOT_COLLECTED","155386"
"NIC",2006,"MCV1","GTEQ_24_MONTHS","8463"
"NIC",2007,"MCV1","GTEQ_24_MONTHS",NA
"NIC",2008,"MCV1","GTEQ_24_MONTHS","11965"
"NIC",2009,"MCV1","GTEQ_24_MONTHS","8797"
"NIC",2010,"MCV1","GTEQ_24_MONTHS","7012"
"NIC",2011,"MCV1","GTEQ_24_MONTHS","0"
"NIC",2012,"MCV1","GTEQ_24_MONTHS","9429"
"NIC",2013,"MCV1","GTEQ_24_MONTHS",NA
"NIC",2014,"MCV1","GTEQ_24_MONTHS",NA
"NIC",2015,"MCV1","GTEQ_24_MONTHS",NA
"NIC",2016,"MCV1","GTEQ_24_MONTHS","0"
"PAN",2006,"DTPCV3","NOT_COLLECTED",NA
"PAN",2007,"DTPCV3","NOT_COLLECTED",NA
"PAN",2008,"DTPCV3","NOT_COLLECTED",NA
"PAN",2009,"DTPCV3","NOT_COLLECTED",NA
"PAN",2010,"DTPCV3","NOT_COLLECTED",NA
"PAN",2011,"DTPCV3","NOT_COLLECTED",NA
"PAN",2012,"DTPCV3","NOT_COLLECTED",NA
"PAN",2013,"DTPCV3","NOT_COLLECTED","107265"
"PAN",2014,"DTPCV3","NOT_COLLECTED","59318"
"PAN",2015,"DTPCV3","NOT_COLLECTED","53961"
"PAN",2016,"DTPCV3","NOT_COLLECTED","61928"
"PAN",2006,"DTPCV3","NOT_COLLECTED",NA
"PAN",2007,"DTPCV3","NOT_COLLECTED",NA
"PAN",2008,"DTPCV3","NOT_COLLECTED",NA
"PAN",2009,"DTPCV3","NOT_COLLECTED",NA
"PAN",2010,"DTPCV3","NOT_COLLECTED",NA
"PAN",2011,"DTPCV3","NOT_COLLECTED",NA
"PAN",2012,"DTPCV3","NOT_COLLECTED",NA
"PAN",2013,"DTPCV3","NOT_COLLECTED","46736"
"PAN",2014,"DTPCV3","NOT_COLLECTED",NA
"PAN",2015,"DTPCV3","NOT_COLLECTED",NA
"PAN",2016,"DTPCV3","NOT_COLLECTED",NA
"PAN",2006,"DTPCV3","NOT_COLLECTED","54297"
"PAN",2007,"DTPCV3","NOT_COLLECTED","56028"
"PAN",2008,"DTPCV3","NOT_COLLECTED","58043"
"PAN",2009,"DTPCV3","NOT_COLLECTED","57854"
"PAN",2010,"DTPCV3","NOT_COLLECTED","59982"
"PAN",2011,"DTPCV3","NOT_COLLECTED","59043"
"PAN",2012,"DTPCV3","NOT_COLLECTED","62350"
"PAN",2013,"DTPCV3","NOT_COLLECTED","60529"
"PAN",2014,"DTPCV3","NOT_COLLECTED",NA
"PAN",2015,"DTPCV3","NOT_COLLECTED",NA
"PAN",2016,"DTPCV3","NOT_COLLECTED",NA
"PAN",2006,"DTPCV3","12_TO_23_MONTHS",NA
"PAN",2007,"DTPCV3","12_TO_23_MONTHS","153"
"PAN",2008,"DTPCV3","12_TO_23_MONTHS",NA
"PAN",2009,"DTPCV3","12_TO_23_MONTHS",NA
"PAN",2010,"DTPCV3","12_TO_23_MONTHS",NA
"PAN",2011,"DTPCV3","12_TO_23_MONTHS",NA
"PAN",2012,"DTPCV3","12_TO_23_MONTHS",NA
"PAN",2013,"DTPCV3","12_TO_23_MONTHS",NA
"PAN",2014,"DTPCV3","12_TO_23_MONTHS","6976"
"PAN",2015,"DTPCV3","12_TO_23_MONTHS","6532"
"PAN",2016,"DTPCV3","12_TO_23_MONTHS","7461"
"PAN",2006,"DTPCV3","12_TO_23_MONTHS",NA
"PAN",2007,"DTPCV3","12_TO_23_MONTHS",NA
"PAN",2008,"DTPCV3","12_TO_23_MONTHS",NA
"PAN",2009,"DTPCV3","12_TO_23_MONTHS",NA
"PAN",2010,"DTPCV3","12_TO_23_MONTHS",NA
"PAN",2011,"DTPCV3","12_TO_23_MONTHS",NA
"PAN",2012,"DTPCV3","12_TO_23_MONTHS",NA
"PAN",2013,"DTPCV3","12_TO_23_MONTHS",NA
"PAN",2014,"DTPCV3","12_TO_23_MONTHS",NA
"PAN",2015,"DTPCV3","12_TO_23_MONTHS",NA
"PAN",2016,"DTPCV3","12_TO_23_MONTHS",NA
"PAN",2006,"DTPCV3","12_TO_23_MONTHS","5438"
"PAN",2007,"DTPCV3","12_TO_23_MONTHS","908"
"PAN",2008,"DTPCV3","12_TO_23_MONTHS","5139"
"PAN",2009,"DTPCV3","12_TO_23_MONTHS","5744"
"PAN",2010,"DTPCV3","12_TO_23_MONTHS","5335"
"PAN",2011,"DTPCV3","12_TO_23_MONTHS","4987"
"PAN",2012,"DTPCV3","12_TO_23_MONTHS","747"
"PAN",2013,"DTPCV3","12_TO_23_MONTHS","7348"
"PAN",2014,"DTPCV3","12_TO_23_MONTHS",NA
"PAN",2015,"DTPCV3","12_TO_23_MONTHS",NA
"PAN",2016,"DTPCV3","12_TO_23_MONTHS",NA
"PAN",2006,"DTPCV3","GTEQ_24_MONTHS",NA
"PAN",2007,"DTPCV3","GTEQ_24_MONTHS","1235"
"PAN",2008,"DTPCV3","GTEQ_24_MONTHS",NA
"PAN",2009,"DTPCV3","GTEQ_24_MONTHS",NA
"PAN",2010,"DTPCV3","GTEQ_24_MONTHS",NA
"PAN",2011,"DTPCV3","GTEQ_24_MONTHS",NA
"PAN",2012,"DTPCV3","GTEQ_24_MONTHS",NA
"PAN",2013,"DTPCV3","GTEQ_24_MONTHS",NA
"PAN",2014,"DTPCV3","GTEQ_24_MONTHS","1939"
"PAN",2015,"DTPCV3","GTEQ_24_MONTHS","2346"
"PAN",2016,"DTPCV3","GTEQ_24_MONTHS","1352"
"PAN",2006,"DTPCV3","GTEQ_24_MONTHS",NA
"PAN",2007,"DTPCV3","GTEQ_24_MONTHS",NA
"PAN",2008,"DTPCV3","GTEQ_24_MONTHS",NA
"PAN",2009,"DTPCV3","GTEQ_24_MONTHS",NA
"PAN",2010,"DTPCV3","GTEQ_24_MONTHS",NA
"PAN",2011,"DTPCV3","GTEQ_24_MONTHS",NA
"PAN",2012,"DTPCV3","GTEQ_24_MONTHS",NA
"PAN",2013,"DTPCV3","GTEQ_24_MONTHS","3161"
"PAN",2014,"DTPCV3","GTEQ_24_MONTHS",NA
"PAN",2015,"DTPCV3","GTEQ_24_MONTHS",NA
"PAN",2016,"DTPCV3","GTEQ_24_MONTHS",NA
"PAN",2006,"DTPCV3","GTEQ_24_MONTHS","1133"
"PAN",2007,"DTPCV3","GTEQ_24_MONTHS",NA
"PAN",2008,"DTPCV3","GTEQ_24_MONTHS","1025"
"PAN",2009,"DTPCV3","GTEQ_24_MONTHS","1276"
"PAN",2010,"DTPCV3","GTEQ_24_MONTHS","1034"
"PAN",2011,"DTPCV3","GTEQ_24_MONTHS","919"
"PAN",2012,"DTPCV3","GTEQ_24_MONTHS","78"
"PAN",2013,"DTPCV3","GTEQ_24_MONTHS","878"
"PAN",2014,"DTPCV3","GTEQ_24_MONTHS",NA
"PAN",2015,"DTPCV3","GTEQ_24_MONTHS",NA
"PAN",2016,"DTPCV3","GTEQ_24_MONTHS",NA
"PAN",2006,"MCV1","NOT_COLLECTED",NA
"PAN",2007,"MCV1","NOT_COLLECTED","58547"
"PAN",2008,"MCV1","NOT_COLLECTED","59774"
"PAN",2009,"MCV1","NOT_COLLECTED","60024"
"PAN",2010,"MCV1","NOT_COLLECTED","71611"
"PAN",2011,"MCV1","NOT_COLLECTED","64739"
"PAN",2012,"MCV1","NOT_COLLECTED","68889"
"PAN",2013,"MCV1","NOT_COLLECTED","68124"
"PAN",2014,"MCV1","NOT_COLLECTED","67388"
"PAN",2015,"MCV1","NOT_COLLECTED","75868"
"PAN",2016,"MCV1","NOT_COLLECTED","74896"
"PAN",2006,"MCV1","GTEQ_24_MONTHS","10846"
"PAN",2007,"MCV1","GTEQ_24_MONTHS",NA
"PAN",2008,"MCV1","GTEQ_24_MONTHS","9415"
"PAN",2009,"MCV1","GTEQ_24_MONTHS","35243"
"PAN",2010,"MCV1","GTEQ_24_MONTHS","11784"
"PAN",2011,"MCV1","GTEQ_24_MONTHS","4032"
"PAN",2012,"MCV1","GTEQ_24_MONTHS","1957"
"PAN",2013,"MCV1","GTEQ_24_MONTHS",NA
"PAN",2014,"MCV1","GTEQ_24_MONTHS",NA
"PAN",2015,"MCV1","GTEQ_24_MONTHS","0"
"PAN",2016,"MCV1","GTEQ_24_MONTHS",NA
"SLV",2006,"DTPCV3","NOT_COLLECTED",NA
"SLV",2007,"DTPCV3","NOT_COLLECTED",NA
"SLV",2008,"DTPCV3","NOT_COLLECTED",NA
"SLV",2009,"DTPCV3","NOT_COLLECTED",NA
"SLV",2010,"DTPCV3","NOT_COLLECTED","0"
"SLV",2011,"DTPCV3","NOT_COLLECTED","0"
"SLV",2012,"DTPCV3","NOT_COLLECTED",NA
"SLV",2013,"DTPCV3","NOT_COLLECTED","108503"
"SLV",2014,"DTPCV3","NOT_COLLECTED","105141"
"SLV",2015,"DTPCV3","NOT_COLLECTED","102195"
"SLV",2016,"DTPCV3","NOT_COLLECTED","104217"
"SLV",2006,"DTPCV3","NOT_COLLECTED",NA
"SLV",2007,"DTPCV3","NOT_COLLECTED",NA
"SLV",2008,"DTPCV3","NOT_COLLECTED",NA
"SLV",2009,"DTPCV3","NOT_COLLECTED",NA
"SLV",2010,"DTPCV3","NOT_COLLECTED","0"
"SLV",2011,"DTPCV3","NOT_COLLECTED","0"
"SLV",2012,"DTPCV3","NOT_COLLECTED",NA
"SLV",2013,"DTPCV3","NOT_COLLECTED","0"
"SLV",2014,"DTPCV3","NOT_COLLECTED",NA
"SLV",2015,"DTPCV3","NOT_COLLECTED",NA
"SLV",2016,"DTPCV3","NOT_COLLECTED",NA
"SLV",2006,"DTPCV3","NOT_COLLECTED","139698"
"SLV",2007,"DTPCV3","NOT_COLLECTED","124298"
"SLV",2008,"DTPCV3","NOT_COLLECTED","113171"
"SLV",2009,"DTPCV3","NOT_COLLECTED","111383"
"SLV",2010,"DTPCV3","NOT_COLLECTED","109975"
"SLV",2011,"DTPCV3","NOT_COLLECTED","107149"
"SLV",2012,"DTPCV3","NOT_COLLECTED","109781"
"SLV",2013,"DTPCV3","NOT_COLLECTED","108503"
"SLV",2014,"DTPCV3","NOT_COLLECTED",NA
"SLV",2015,"DTPCV3","NOT_COLLECTED",NA
"SLV",2016,"DTPCV3","NOT_COLLECTED",NA
"SLV",2006,"DTPCV3","12_TO_23_MONTHS",NA
"SLV",2007,"DTPCV3","12_TO_23_MONTHS",NA
"SLV",2008,"DTPCV3","12_TO_23_MONTHS",NA
"SLV",2009,"DTPCV3","12_TO_23_MONTHS",NA
"SLV",2010,"DTPCV3","12_TO_23_MONTHS","0"
"SLV",2011,"DTPCV3","12_TO_23_MONTHS","0"
"SLV",2012,"DTPCV3","12_TO_23_MONTHS",NA
"SLV",2013,"DTPCV3","12_TO_23_MONTHS",NA
"SLV",2014,"DTPCV3","12_TO_23_MONTHS","1426"
"SLV",2015,"DTPCV3","12_TO_23_MONTHS",NA
"SLV",2016,"DTPCV3","12_TO_23_MONTHS","2189"
"SLV",2006,"DTPCV3","12_TO_23_MONTHS",NA
"SLV",2007,"DTPCV3","12_TO_23_MONTHS",NA
"SLV",2008,"DTPCV3","12_TO_23_MONTHS",NA
"SLV",2009,"DTPCV3","12_TO_23_MONTHS",NA
"SLV",2010,"DTPCV3","12_TO_23_MONTHS","0"
"SLV",2011,"DTPCV3","12_TO_23_MONTHS","0"
"SLV",2012,"DTPCV3","12_TO_23_MONTHS",NA
"SLV",2013,"DTPCV3","12_TO_23_MONTHS",NA
"SLV",2014,"DTPCV3","12_TO_23_MONTHS",NA
"SLV",2015,"DTPCV3","12_TO_23_MONTHS",NA
"SLV",2016,"DTPCV3","12_TO_23_MONTHS",NA
"SLV",2006,"DTPCV3","12_TO_23_MONTHS",NA
"SLV",2007,"DTPCV3","12_TO_23_MONTHS",NA
"SLV",2008,"DTPCV3","12_TO_23_MONTHS","2080"
"SLV",2009,"DTPCV3","12_TO_23_MONTHS","2166"
"SLV",2010,"DTPCV3","12_TO_23_MONTHS","0"
"SLV",2011,"DTPCV3","12_TO_23_MONTHS","0"
"SLV",2012,"DTPCV3","12_TO_23_MONTHS","1791"
"SLV",2013,"DTPCV3","12_TO_23_MONTHS","1719"
"SLV",2014,"DTPCV3","12_TO_23_MONTHS",NA
"SLV",2015,"DTPCV3","12_TO_23_MONTHS",NA
"SLV",2016,"DTPCV3","12_TO_23_MONTHS",NA
"SLV",2006,"DTPCV3","GTEQ_24_MONTHS",NA
"SLV",2007,"DTPCV3","GTEQ_24_MONTHS",NA
"SLV",2008,"DTPCV3","GTEQ_24_MONTHS",NA
"SLV",2009,"DTPCV3","GTEQ_24_MONTHS",NA
"SLV",2010,"DTPCV3","GTEQ_24_MONTHS","0"
"SLV",2011,"DTPCV3","GTEQ_24_MONTHS","0"
"SLV",2012,"DTPCV3","GTEQ_24_MONTHS",NA
"SLV",2013,"DTPCV3","GTEQ_24_MONTHS",NA
"SLV",2014,"DTPCV3","GTEQ_24_MONTHS",NA
"SLV",2015,"DTPCV3","GTEQ_24_MONTHS","2085"
"SLV",2016,"DTPCV3","GTEQ_24_MONTHS",NA
"SLV",2006,"DTPCV3","GTEQ_24_MONTHS",NA
"SLV",2007,"DTPCV3","GTEQ_24_MONTHS",NA
"SLV",2008,"DTPCV3","GTEQ_24_MONTHS",NA
"SLV",2009,"DTPCV3","GTEQ_24_MONTHS",NA
"SLV",2010,"DTPCV3","GTEQ_24_MONTHS","0"
"SLV",2011,"DTPCV3","GTEQ_24_MONTHS","0"
"SLV",2012,"DTPCV3","GTEQ_24_MONTHS",NA
"SLV",2013,"DTPCV3","GTEQ_24_MONTHS",NA
"SLV",2014,"DTPCV3","GTEQ_24_MONTHS",NA
"SLV",2015,"DTPCV3","GTEQ_24_MONTHS",NA
"SLV",2016,"DTPCV3","GTEQ_24_MONTHS",NA
"SLV",2006,"DTPCV3","GTEQ_24_MONTHS",NA
"SLV",2007,"DTPCV3","GTEQ_24_MONTHS",NA
"SLV",2008,"DTPCV3","GTEQ_24_MONTHS",NA
"SLV",2009,"DTPCV3","GTEQ_24_MONTHS",NA
"SLV",2010,"DTPCV3","GTEQ_24_MONTHS","2265"
"SLV",2011,"DTPCV3","GTEQ_24_MONTHS","2258"
"SLV",2012,"DTPCV3","GTEQ_24_MONTHS",NA
"SLV",2013,"DTPCV3","GTEQ_24_MONTHS",NA
"SLV",2014,"DTPCV3","GTEQ_24_MONTHS",NA
"SLV",2015,"DTPCV3","GTEQ_24_MONTHS",NA
"SLV",2016,"DTPCV3","GTEQ_24_MONTHS",NA
"SLV",2006,"MCV1","NOT_COLLECTED",NA
"SLV",2007,"MCV1","NOT_COLLECTED","123603"
"SLV",2008,"MCV1","NOT_COLLECTED","113977"
"SLV",2009,"MCV1","NOT_COLLECTED","114542"
"SLV",2010,"MCV1","NOT_COLLECTED","110131"
"SLV",2011,"MCV1","NOT_COLLECTED","107145"
"SLV",2012,"MCV1","NOT_COLLECTED","109552"
"SLV",2013,"MCV1","NOT_COLLECTED","109060"
"SLV",2014,"MCV1","NOT_COLLECTED",NA
"SLV",2015,"MCV1","NOT_COLLECTED",NA
"SLV",2016,"MCV1","NOT_COLLECTED","100385"
"SLV",2006,"MCV1","GTEQ_24_MONTHS",NA
"SLV",2007,"MCV1","GTEQ_24_MONTHS",NA
"SLV",2008,"MCV1","GTEQ_24_MONTHS",NA
"SLV",2009,"MCV1","GTEQ_24_MONTHS","5805"
"SLV",2010,"MCV1","GTEQ_24_MONTHS","4492"
"SLV",2011,"MCV1","GTEQ_24_MONTHS","3292"
"SLV",2012,"MCV1","GTEQ_24_MONTHS",NA
"SLV",2013,"MCV1","GTEQ_24_MONTHS",NA
"SLV",2014,"MCV1","GTEQ_24_MONTHS","1300"
"SLV",2015,"MCV1","GTEQ_24_MONTHS",NA
"SLV",2016,"MCV1","GTEQ_24_MONTHS","1773"
"CUB",2006,"DTPCV3","NOT_COLLECTED","310"
"CUB",2007,"DTPCV3","NOT_COLLECTED","103"
"CUB",2008,"DTPCV3","NOT_COLLECTED",NA
"CUB",2009,"DTPCV3","NOT_COLLECTED",NA
"CUB",2010,"DTPCV3","NOT_COLLECTED",NA
"CUB",2011,"DTPCV3","NOT_COLLECTED",NA
"CUB",2012,"DTPCV3","NOT_COLLECTED",NA
"CUB",2013,"DTPCV3","NOT_COLLECTED","126459"
"CUB",2014,"DTPCV3","NOT_COLLECTED","128860"
"CUB",2015,"DTPCV3","NOT_COLLECTED","123281"
"CUB",2016,"DTPCV3","NOT_COLLECTED","120402"
"CUB",2006,"DTPCV3","NOT_COLLECTED","80984"
"CUB",2007,"DTPCV3","NOT_COLLECTED","1546"
"CUB",2008,"DTPCV3","NOT_COLLECTED",NA
"CUB",2009,"DTPCV3","NOT_COLLECTED","61"
"CUB",2010,"DTPCV3","NOT_COLLECTED",NA
"CUB",2011,"DTPCV3","NOT_COLLECTED",NA
"CUB",2012,"DTPCV3","NOT_COLLECTED",NA
"CUB",2013,"DTPCV3","NOT_COLLECTED",NA
"CUB",2014,"DTPCV3","NOT_COLLECTED",NA
"CUB",2015,"DTPCV3","NOT_COLLECTED",NA
"CUB",2016,"DTPCV3","NOT_COLLECTED",NA
"CUB",2006,"DTPCV3","NOT_COLLECTED","21199"
"CUB",2007,"DTPCV3","NOT_COLLECTED","103278"
"CUB",2008,"DTPCV3","NOT_COLLECTED","119804"
"CUB",2009,"DTPCV3","NOT_COLLECTED","121552"
"CUB",2010,"DTPCV3","NOT_COLLECTED","121409"
"CUB",2011,"DTPCV3","NOT_COLLECTED","133191"
"CUB",2012,"DTPCV3","NOT_COLLECTED","134310"
"CUB",2013,"DTPCV3","NOT_COLLECTED","126459"
"CUB",2014,"DTPCV3","NOT_COLLECTED",NA
"CUB",2015,"DTPCV3","NOT_COLLECTED",NA
"CUB",2016,"DTPCV3","NOT_COLLECTED",NA
"CUB",2006,"DTPCV3","12_TO_23_MONTHS",NA
"CUB",2007,"DTPCV3","12_TO_23_MONTHS",NA
"CUB",2008,"DTPCV3","12_TO_23_MONTHS",NA
"CUB",2009,"DTPCV3","12_TO_23_MONTHS",NA
"CUB",2010,"DTPCV3","12_TO_23_MONTHS",NA
"CUB",2011,"DTPCV3","12_TO_23_MONTHS",NA
"CUB",2012,"DTPCV3","12_TO_23_MONTHS",NA
"CUB",2013,"DTPCV3","12_TO_23_MONTHS",NA
"CUB",2014,"DTPCV3","12_TO_23_MONTHS",NA
"CUB",2015,"DTPCV3","12_TO_23_MONTHS",NA
"CUB",2016,"DTPCV3","12_TO_23_MONTHS",NA
"CUB",2006,"DTPCV3","12_TO_23_MONTHS",NA
"CUB",2007,"DTPCV3","12_TO_23_MONTHS",NA
"CUB",2008,"DTPCV3","12_TO_23_MONTHS",NA
"CUB",2009,"DTPCV3","12_TO_23_MONTHS",NA
"CUB",2010,"DTPCV3","12_TO_23_MONTHS",NA
"CUB",2011,"DTPCV3","12_TO_23_MONTHS",NA
"CUB",2012,"DTPCV3","12_TO_23_MONTHS",NA
"CUB",2013,"DTPCV3","12_TO_23_MONTHS",NA
"CUB",2014,"DTPCV3","12_TO_23_MONTHS",NA
"CUB",2015,"DTPCV3","12_TO_23_MONTHS",NA
"CUB",2016,"DTPCV3","12_TO_23_MONTHS",NA
"CUB",2006,"DTPCV3","12_TO_23_MONTHS",NA
"CUB",2007,"DTPCV3","12_TO_23_MONTHS",NA
"CUB",2008,"DTPCV3","12_TO_23_MONTHS",NA
"CUB",2009,"DTPCV3","12_TO_23_MONTHS",NA
"CUB",2010,"DTPCV3","12_TO_23_MONTHS",NA
"CUB",2011,"DTPCV3","12_TO_23_MONTHS",NA
"CUB",2012,"DTPCV3","12_TO_23_MONTHS",NA
"CUB",2013,"DTPCV3","12_TO_23_MONTHS",NA
"CUB",2014,"DTPCV3","12_TO_23_MONTHS",NA
"CUB",2015,"DTPCV3","12_TO_23_MONTHS",NA
"CUB",2016,"DTPCV3","12_TO_23_MONTHS",NA
"CUB",2006,"DTPCV3","GTEQ_24_MONTHS",NA
"CUB",2007,"DTPCV3","GTEQ_24_MONTHS",NA
"CUB",2008,"DTPCV3","GTEQ_24_MONTHS",NA
"CUB",2009,"DTPCV3","GTEQ_24_MONTHS",NA
"CUB",2010,"DTPCV3","GTEQ_24_MONTHS",NA
"CUB",2011,"DTPCV3","GTEQ_24_MONTHS",NA
"CUB",2012,"DTPCV3","GTEQ_24_MONTHS",NA
"CUB",2013,"DTPCV3","GTEQ_24_MONTHS",NA
"CUB",2014,"DTPCV3","GTEQ_24_MONTHS",NA
"CUB",2015,"DTPCV3","GTEQ_24_MONTHS",NA
"CUB",2016,"DTPCV3","GTEQ_24_MONTHS",NA
"CUB",2006,"DTPCV3","GTEQ_24_MONTHS",NA
"CUB",2007,"DTPCV3","GTEQ_24_MONTHS",NA
"CUB",2008,"DTPCV3","GTEQ_24_MONTHS",NA
"CUB",2009,"DTPCV3","GTEQ_24_MONTHS",NA
"CUB",2010,"DTPCV3","GTEQ_24_MONTHS",NA
"CUB",2011,"DTPCV3","GTEQ_24_MONTHS",NA
"CUB",2012,"DTPCV3","GTEQ_24_MONTHS",NA
"CUB",2013,"DTPCV3","GTEQ_24_MONTHS",NA
"CUB",2014,"DTPCV3","GTEQ_24_MONTHS",NA
"CUB",2015,"DTPCV3","GTEQ_24_MONTHS",NA
"CUB",2016,"DTPCV3","GTEQ_24_MONTHS",NA
"CUB",2006,"DTPCV3","GTEQ_24_MONTHS",NA
"CUB",2007,"DTPCV3","GTEQ_24_MONTHS",NA
"CUB",2008,"DTPCV3","GTEQ_24_MONTHS",NA
"CUB",2009,"DTPCV3","GTEQ_24_MONTHS",NA
"CUB",2010,"DTPCV3","GTEQ_24_MONTHS",NA
"CUB",2011,"DTPCV3","GTEQ_24_MONTHS",NA
"CUB",2012,"DTPCV3","GTEQ_24_MONTHS",NA
"CUB",2013,"DTPCV3","GTEQ_24_MONTHS",NA
"CUB",2014,"DTPCV3","GTEQ_24_MONTHS",NA
"CUB",2015,"DTPCV3","GTEQ_24_MONTHS",NA
"CUB",2016,"DTPCV3","GTEQ_24_MONTHS",NA
"CUB",2006,"MCV1","NOT_COLLECTED",NA
"CUB",2007,"MCV1","NOT_COLLECTED","113751"
"CUB",2008,"MCV1","NOT_COLLECTED","116084"
"CUB",2009,"MCV1","NOT_COLLECTED","124113"
"CUB",2010,"MCV1","NOT_COLLECTED","131.261"
"CUB",2011,"MCV1","NOT_COLLECTED","131490"
"CUB",2012,"MCV1","NOT_COLLECTED","135628"
"CUB",2013,"MCV1","NOT_COLLECTED","129460"
"CUB",2014,"MCV1","NOT_COLLECTED",NA
"CUB",2015,"MCV1","NOT_COLLECTED","123437"
"CUB",2016,"MCV1","NOT_COLLECTED","123400"
"CUB",2006,"MCV1","GTEQ_24_MONTHS",NA
"CUB",2007,"MCV1","GTEQ_24_MONTHS",NA
"CUB",2008,"MCV1","GTEQ_24_MONTHS",NA
"CUB",2009,"MCV1","GTEQ_24_MONTHS",NA
"CUB",2010,"MCV1","GTEQ_24_MONTHS",NA
"CUB",2011,"MCV1","GTEQ_24_MONTHS",NA
"CUB",2012,"MCV1","GTEQ_24_MONTHS",NA
"CUB",2013,"MCV1","GTEQ_24_MONTHS",NA
"CUB",2014,"MCV1","GTEQ_24_MONTHS",NA
"CUB",2015,"MCV1","GTEQ_24_MONTHS",NA
"CUB",2016,"MCV1","GTEQ_24_MONTHS",NA
"DOM",2006,"DTPCV3","NOT_COLLECTED","26536"
"DOM",2007,"DTPCV3","NOT_COLLECTED","35174"
"DOM",2008,"DTPCV3","NOT_COLLECTED","6042"
"DOM",2009,"DTPCV3","NOT_COLLECTED","10483"
"DOM",2010,"DTPCV3","NOT_COLLECTED","13658"
"DOM",2011,"DTPCV3","NOT_COLLECTED","28390"
"DOM",2012,"DTPCV3","NOT_COLLECTED","32362"
"DOM",2013,"DTPCV3","NOT_COLLECTED","173900"
"DOM",2014,"DTPCV3","NOT_COLLECTED","178006"
"DOM",2015,"DTPCV3","NOT_COLLECTED","165759"
"DOM",2016,"DTPCV3","NOT_COLLECTED","167654"
"DOM",2006,"DTPCV3","NOT_COLLECTED",NA
"DOM",2007,"DTPCV3","NOT_COLLECTED",NA
"DOM",2008,"DTPCV3","NOT_COLLECTED",NA
"DOM",2009,"DTPCV3","NOT_COLLECTED",NA
"DOM",2010,"DTPCV3","NOT_COLLECTED",NA
"DOM",2011,"DTPCV3","NOT_COLLECTED",NA
"DOM",2012,"DTPCV3","NOT_COLLECTED",NA
"DOM",2013,"DTPCV3","NOT_COLLECTED",NA
"DOM",2014,"DTPCV3","NOT_COLLECTED",NA
"DOM",2015,"DTPCV3","NOT_COLLECTED",NA
"DOM",2016,"DTPCV3","NOT_COLLECTED",NA
"DOM",2006,"DTPCV3","NOT_COLLECTED","172984"
"DOM",2007,"DTPCV3","NOT_COLLECTED","157436"
"DOM",2008,"DTPCV3","NOT_COLLECTED","177762"
"DOM",2009,"DTPCV3","NOT_COLLECTED","175271"
"DOM",2010,"DTPCV3","NOT_COLLECTED","175404"
"DOM",2011,"DTPCV3","NOT_COLLECTED","151018"
"DOM",2012,"DTPCV3","NOT_COLLECTED","148380"
"DOM",2013,"DTPCV3","NOT_COLLECTED","156892"
"DOM",2014,"DTPCV3","NOT_COLLECTED",NA
"DOM",2015,"DTPCV3","NOT_COLLECTED",NA
"DOM",2016,"DTPCV3","NOT_COLLECTED",NA
"DOM",2006,"DTPCV3","12_TO_23_MONTHS",NA
"DOM",2007,"DTPCV3","12_TO_23_MONTHS",NA
"DOM",2008,"DTPCV3","12_TO_23_MONTHS",NA
"DOM",2009,"DTPCV3","12_TO_23_MONTHS",NA
